file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_sorting\radix_sort.java,chapter_sorting.radix_sort,"countingSortDigit/2[int[],int]",false,19,2,2,1,1,5,1,19,0,10,2,1,1,1,4,0,0,0,0,9,13,3,1,0,0,0,11,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_sorting\radix_sort.java,chapter_sorting.radix_sort,main/1[java.lang.String[]],false,62,2,1,0,1,1,3,5,0,1,1,3,1,3,0,0,0,0,1,10,1,1,0,0,0,0,5,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_sorting\radix_sort.java,chapter_sorting.radix_sort,radixSort/1[int[]],false,46,2,2,1,1,4,1,7,0,2,1,1,1,2,2,0,0,0,0,2,4,0,2,0,0,0,8,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_sorting\radix_sort.java,chapter_sorting.radix_sort,"digit/2[int,int]",false,13,0,1,1,0,1,0,3,1,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,3,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_searching\linear_search.java,linear_search,main/1[String[]],false,37,1,0,0,0,1,4,9,0,5,1,4,0,0,0,0,0,0,2,11,5,2,0,0,0,0,13,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_searching\linear_search.java,linear_search,"linearSearchLinkedList/2[ListNode,int]",false,25,1,0,0,0,3,0,7,2,0,2,0,0,0,1,2,0,0,0,0,1,0,2,0,0,0,8,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_searching\linear_search.java,linear_search,"linearSearchArray/2[int[],int]",false,13,0,0,0,0,3,0,6,2,1,2,0,0,0,1,1,0,0,0,2,1,0,2,0,0,0,5,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_stack_and_queue\stack.java,stack,main/1[String[]],false,12,1,0,0,0,1,6,17,0,5,1,6,0,0,0,0,0,0,6,5,5,5,0,0,0,0,8,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_hashing\hash_map_chaining.java,chapter_hashing.HashMapChaining,hashFunc/1[int],false,33,0,3,3,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_hashing\hash_map_chaining.java,chapter_hashing.HashMapChaining,HashMapChaining/0,true,21,1,1,1,0,2,1,10,0,1,0,1,0,0,1,0,0,0,0,6,6,1,1,0,0,0,11,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_hashing\hash_map_chaining.java,chapter_hashing.HashMapChaining,remove/1[int],false,78,2,2,1,1,3,3,11,0,2,1,3,1,1,1,1,0,0,0,0,2,0,2,0,0,0,9,0,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_hashing\hash_map_chaining.java,chapter_hashing.HashMapChaining,get/1[int],false,43,2,2,1,1,3,2,10,2,2,1,2,1,1,1,1,0,0,0,0,2,0,2,0,0,0,9,0,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_hashing\hash_map_chaining.java,chapter_hashing.HashMapChaining,extend/0,false,92,2,2,1,1,4,2,14,0,2,0,2,1,2,3,0,0,0,0,2,5,0,2,0,0,0,11,0,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_hashing\hash_map_chaining.java,chapter_hashing.HashMapChaining,loadFactor/0,false,38,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_hashing\hash_map_chaining.java,chapter_hashing.HashMapChaining,print/0,false,111,1,1,1,0,3,2,9,0,1,0,2,0,0,2,0,0,0,1,0,1,1,2,0,0,0,6,0,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_hashing\hash_map_chaining.java,chapter_hashing.HashMapChaining,"put/2[int,java.lang.String]",false,57,2,6,2,4,4,5,16,1,3,2,5,3,1,1,1,0,0,0,0,4,0,2,0,0,0,14,0,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_dynamic_programming\climbing_stairs_backtrack.java,climbing_stairs_backtrack,main/1[String[]],false,38,0,0,0,0,1,3,5,0,2,1,3,0,0,0,0,0,0,1,1,2,0,0,0,0,0,7,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_dynamic_programming\climbing_stairs_backtrack.java,climbing_stairs_backtrack,"backtrack/4[List<Integer>,int,int,List<Integer>]",false,13,1,0,0,0,4,3,7,0,0,4,3,0,0,1,1,0,0,0,3,0,3,2,0,0,0,7,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_dynamic_programming\climbing_stairs_backtrack.java,climbing_stairs_backtrack,climbingStairsBacktrack/1[int],false,29,2,0,0,0,1,4,8,1,3,1,4,0,0,0,0,0,0,0,5,3,0,0,0,0,0,8,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_sorting\bucket_sort.java,chapter_sorting.bucket_sort,bucketSort/1[float[]],false,13,1,1,1,0,6,4,20,0,5,1,4,0,0,5,0,0,1,0,3,6,2,2,0,0,0,7,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_sorting\bucket_sort.java,chapter_sorting.bucket_sort,main/1[java.lang.String[]],false,41,2,1,0,1,1,3,5,0,1,1,3,1,1,0,0,0,0,1,10,1,1,0,0,0,0,5,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_hashing\simple_hash.java,simple_hash,rotHash/1[String],false,41,0,0,0,0,2,1,8,1,2,1,1,0,0,1,0,0,3,0,4,3,3,1,0,0,0,11,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_hashing\simple_hash.java,simple_hash,addHash/1[String],false,11,0,0,0,0,2,1,8,1,2,1,1,0,0,1,0,0,1,0,2,3,2,1,0,0,0,11,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_hashing\simple_hash.java,simple_hash,main/1[String[]],false,50,1,0,0,0,1,5,11,0,2,1,5,0,0,0,0,0,0,5,0,5,4,0,0,0,0,9,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_hashing\simple_hash.java,simple_hash,mulHash/1[String],false,21,0,0,0,0,2,1,8,1,2,1,1,0,0,1,0,0,1,0,3,3,3,1,0,0,0,11,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_hashing\simple_hash.java,simple_hash,xorHash/1[String],false,31,0,0,0,0,2,1,8,1,2,1,1,0,0,1,0,0,0,0,2,3,0,1,0,0,0,11,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_stack_and_queue\stack.java,chapter_stack_and_queue.stack,main/1[java.lang.String[]],false,12,0,0,0,0,1,6,17,0,5,1,6,0,0,0,0,0,0,6,5,5,5,0,0,0,0,8,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_hashing\hash_map_open_addressing.java,hash_map_open_addressing,main/1[String[]],false,133,2,0,0,0,1,5,15,0,2,1,5,0,0,0,0,0,0,8,7,2,1,0,0,0,0,8,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_stack_and_queue\array_queue.java,chapter_stack_and_queue.array_queue,main/1[java.lang.String[]],false,79,1,7,0,7,2,8,23,0,7,1,8,0,0,1,0,0,0,8,8,7,6,1,0,0,0,12,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_computational_complexity\recursion.java,recursion,recur/1[int],false,13,0,0,0,0,2,1,5,2,1,1,1,0,0,0,1,0,0,0,3,1,2,1,0,0,0,3,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_computational_complexity\recursion.java,recursion,forLoopRecur/1[int],false,24,1,0,0,0,3,3,11,1,3,1,3,0,0,2,0,0,0,0,2,4,0,1,0,0,0,7,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_computational_complexity\recursion.java,recursion,fib/1[int],false,52,0,0,0,0,3,1,5,2,1,1,1,0,0,0,2,0,0,0,5,1,4,1,0,0,0,3,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_computational_complexity\recursion.java,recursion,"tailRecur/2[int,int]",false,43,0,0,0,0,2,1,4,2,0,2,1,0,0,0,1,0,0,0,2,0,2,1,0,0,0,4,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_computational_complexity\recursion.java,recursion,main/1[String[]],false,63,0,0,0,0,1,5,12,0,2,1,5,0,0,0,0,0,0,5,2,5,4,0,0,0,0,10,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_stack_and_queue\linkedlist_queue.java,linkedlist_queue,main/1[String[]],false,76,1,0,0,0,1,8,17,0,5,1,8,0,0,0,0,0,0,6,5,5,5,0,0,0,0,11,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_searching\binary_search_edge.java,chapter_searching.binary_search_edge,main/1[java.lang.String[]],false,36,2,2,0,2,2,4,10,0,2,1,4,2,1,1,0,0,0,5,12,3,3,1,0,0,0,10,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_searching\binary_search_edge.java,chapter_searching.binary_search_edge,"binarySearchLeftEdge/2[int[],int]",false,11,2,2,1,1,3,1,7,2,1,2,1,0,0,0,2,0,0,0,1,1,0,1,0,0,0,6,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_searching\binary_search_edge.java,chapter_searching.binary_search_edge,"binarySearchRightEdge/2[int[],int]",false,23,2,2,1,1,3,1,8,2,2,2,1,0,0,0,2,0,0,0,4,2,2,1,0,0,0,7,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_divide_and_conquer\hanota.java,chapter_divide_and_conquer.hanota,"solveHanota/3[java.util.List<java.lang.Integer>,java.util.List<java.lang.Integer>,java.util.List<java.lang.Integer>]",false,36,1,2,1,1,1,2,4,0,1,3,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,5,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_divide_and_conquer\hanota.java,chapter_divide_and_conquer.hanota,"move/2[java.util.List<java.lang.Integer>,java.util.List<java.lang.Integer>]",false,13,0,1,1,0,1,3,4,0,1,2,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_divide_and_conquer\hanota.java,chapter_divide_and_conquer.hanota,"dfs/4[int,java.util.List<java.lang.Integer>,java.util.List<java.lang.Integer>,java.util.List<java.lang.Integer>]",false,21,1,4,2,2,2,2,9,1,0,4,2,2,1,0,1,0,0,0,3,0,2,1,0,0,0,4,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_divide_and_conquer\hanota.java,chapter_divide_and_conquer.hanota,main/1[java.lang.String[]],false,42,1,1,0,1,1,3,14,0,3,1,3,1,3,0,0,0,0,8,5,3,6,0,0,0,0,7,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_hashing\hash_map_open_addressing.java,HashMapOpenAddressing,loadFactor/0,false,30,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_hashing\hash_map_open_addressing.java,HashMapOpenAddressing,print/0,false,119,0,0,0,0,4,1,13,0,0,0,1,0,0,1,2,0,0,3,0,0,1,2,0,0,0,12,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_hashing\hash_map_open_addressing.java,HashMapOpenAddressing,HashMapOpenAddressing/0,true,19,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,6,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_hashing\hash_map_open_addressing.java,HashMapOpenAddressing,findBucket/1[int],false,35,0,0,0,0,7,1,19,3,2,1,1,0,0,1,6,0,1,0,5,6,2,3,0,0,0,17,2,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_hashing\hash_map_open_addressing.java,HashMapOpenAddressing,get/1[int],false,62,1,0,0,0,3,1,7,2,1,1,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,13,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_hashing\hash_map_open_addressing.java,HashMapOpenAddressing,remove/1[int],false,92,0,0,0,0,3,1,7,0,1,1,1,0,0,0,2,0,0,0,0,2,0,1,0,0,0,14,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_hashing\hash_map_open_addressing.java,HashMapOpenAddressing,hashFunc/1[int],false,25,0,0,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_hashing\hash_map_open_addressing.java,HashMapOpenAddressing,extend/0,false,103,1,0,0,0,4,1,11,0,1,0,1,0,0,1,2,0,0,0,1,4,0,2,0,0,0,17,2,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_hashing\hash_map_open_addressing.java,HashMapOpenAddressing,"put/2[int,String]",false,74,1,0,0,0,4,3,12,1,1,2,3,2,1,0,2,0,0,0,0,3,0,1,0,0,0,20,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_tree\binary_tree_bfs.java,binary_tree_bfs,levelOrder/1[TreeNode],false,14,5,0,0,0,4,4,12,1,3,1,4,0,0,1,2,0,0,0,0,3,0,2,0,0,0,9,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_tree\binary_tree_bfs.java,binary_tree_bfs,main/1[String[]],false,31,2,0,0,0,1,5,7,0,2,1,5,0,0,0,0,0,0,2,7,2,1,0,0,0,0,8,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_greedy\max_capacity.java,max_capacity,main/1[String[]],false,31,0,0,0,0,1,2,5,0,2,1,2,0,0,0,0,0,0,1,8,2,1,0,0,0,0,6,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_greedy\max_capacity.java,max_capacity,maxCapacity/1[int[]],false,11,0,0,0,0,3,2,15,1,4,1,2,0,0,1,0,0,1,0,3,5,3,2,0,0,0,7,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_stack_and_queue\linkedlist_deque.java,chapter_stack_and_queue.linkedlist_deque,main/1[java.lang.String[]],false,141,1,10,0,10,1,11,23,0,7,1,11,0,0,0,0,0,0,11,5,7,9,0,0,0,0,13,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_tree\avl_tree.java,avl_tree,"testInsert/2[AVLTree,int]",false,178,0,0,0,0,1,3,5,0,0,2,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,7,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_tree\avl_tree.java,avl_tree,main/1[String[]],false,190,2,0,0,0,1,4,19,0,2,1,4,0,0,0,0,0,0,2,15,2,1,0,0,0,0,12,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_tree\avl_tree.java,avl_tree,"testRemove/2[AVLTree,int]",false,184,0,0,0,0,1,3,5,0,0,2,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,7,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_backtracking\subset_sum_ii.java,chapter_backtracking.subset_sum_ii,main/1[java.lang.String[]],false,51,2,1,0,1,1,3,7,0,3,1,3,1,2,0,0,0,0,4,4,3,2,0,0,0,0,8,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_backtracking\subset_sum_ii.java,chapter_backtracking.subset_sum_ii,"subsetSumII/2[int[],int]",false,42,2,2,1,1,1,2,8,1,3,2,2,1,1,0,0,0,0,0,1,3,0,0,0,0,0,9,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_backtracking\subset_sum_ii.java,chapter_backtracking.subset_sum_ii,"backtrack/5[java.util.List<java.lang.Integer>,int,int[],int,java.util.List<java.util.List<java.lang.Integer>>]",false,13,2,3,2,1,6,5,17,1,1,5,5,1,0,1,2,0,0,0,5,1,5,2,0,0,0,6,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_stack_and_queue\array_stack.java,ArrayStack,ArrayStack/0,true,15,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_stack_and_queue\array_stack.java,ArrayStack,peek/0,false,43,1,0,0,0,2,3,4,1,0,0,3,2,2,0,0,0,0,0,1,0,1,1,0,0,0,9,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_stack_and_queue\array_stack.java,ArrayStack,push/1[int],false,31,0,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_stack_and_queue\array_stack.java,ArrayStack,isEmpty/0,false,26,0,0,0,0,2,1,3,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,3,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_stack_and_queue\array_stack.java,ArrayStack,toArray/0,false,50,1,0,0,0,1,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_stack_and_queue\array_stack.java,ArrayStack,size/0,false,21,0,0,0,0,1,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_stack_and_queue\array_stack.java,ArrayStack,pop/0,false,36,1,0,0,0,2,3,4,1,0,0,3,2,2,0,0,0,0,0,1,0,1,1,0,0,0,9,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_graph\graph_bfs.java,graph_bfs,main/1[String[]],false,40,3,0,0,0,1,5,10,0,4,1,5,0,0,0,0,0,0,2,35,4,0,0,0,0,0,12,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_graph\graph_bfs.java,graph_bfs,"graphBFS/2[GraphAdjList,Vertex]",false,15,7,0,0,0,4,6,17,1,4,2,6,0,0,2,0,0,0,0,0,4,0,3,0,0,0,15,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_stack_and_queue\array_queue.java,array_queue,main/1[String[]],false,79,1,0,0,0,2,8,23,0,7,1,8,0,0,1,0,0,0,8,8,7,6,1,0,0,0,12,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_sorting\bucket_sort.java,bucket_sort,bucketSort/1[float[]],false,13,2,0,0,0,6,3,20,0,5,1,3,0,0,5,0,0,1,0,3,6,2,2,0,0,0,7,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_sorting\bucket_sort.java,bucket_sort,main/1[String[]],false,41,0,0,0,0,1,3,5,0,1,1,3,0,0,0,0,0,0,1,10,1,1,0,0,0,0,5,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_stack_and_queue\array_queue.java,chapter_stack_and_queue.ArrayQueue,isEmpty/0,false,33,0,2,2,0,2,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_stack_and_queue\array_queue.java,chapter_stack_and_queue.ArrayQueue,size/0,false,28,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_stack_and_queue\array_queue.java,chapter_stack_and_queue.ArrayQueue,peek/0,false,61,1,3,2,1,2,1,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_stack_and_queue\array_queue.java,chapter_stack_and_queue.ArrayQueue,ArrayQueue/1[int],true,17,1,1,1,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,7,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_stack_and_queue\array_queue.java,chapter_stack_and_queue.ArrayQueue,capacity/0,false,23,0,3,3,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_stack_and_queue\array_queue.java,chapter_stack_and_queue.ArrayQueue,toArray/0,false,68,2,2,1,1,2,1,7,1,3,0,1,1,1,1,0,0,0,0,1,4,1,1,0,0,0,9,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_stack_and_queue\array_queue.java,chapter_stack_and_queue.ArrayQueue,pop/0,false,52,1,3,1,2,1,2,6,1,1,0,2,2,2,0,0,0,1,0,1,2,2,0,0,0,0,7,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_stack_and_queue\array_queue.java,chapter_stack_and_queue.ArrayQueue,push/1[int],false,38,1,2,1,1,2,2,9,1,1,1,2,1,1,0,1,0,1,1,0,2,2,1,0,0,0,7,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_hashing\array_hash_map.java,ArrayHashMap,pairSet/0,false,64,2,0,0,0,3,1,7,1,1,0,1,0,0,1,1,0,0,0,0,1,0,2,0,0,0,5,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_hashing\array_hash_map.java,ArrayHashMap,valueSet/0,false,84,2,0,0,0,3,1,7,1,1,0,1,0,0,1,1,0,0,0,0,1,0,2,0,0,0,6,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_hashing\array_hash_map.java,ArrayHashMap,hashFunc/1[int],false,35,0,0,0,0,1,0,4,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,2,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_hashing\array_hash_map.java,ArrayHashMap,"put/2[int,String]",false,50,1,0,0,0,1,2,5,0,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_hashing\array_hash_map.java,ArrayHashMap,get/1[int],false,41,2,0,0,0,2,2,6,2,2,1,2,0,0,0,1,0,0,0,0,2,0,1,0,0,0,8,1,0,false
